ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,ReachedonTime_YN,
8146,B,Ship,5,2,284,4,low,M,1,4171,1,0.683204698
8147,C,Ship,2,5,233,3,low,M,9,4751,1,0.13820392
8148,F,Ship,3,3,200,3,high,F,2,4777,1,0.767629431
8149,D,Ship,3,2,176,2,medium,F,1,5292,0,0.237606374
8150,F,Ship,5,1,279,5,medium,M,4,4405,1,0.872908463
8151,A,Ship,3,3,164,3,high,M,9,,0,0.436921268
8152,B,Ship,4,3,163,3,low,F,10,5002,1,0.106143204
8153,C,Ship,4,5,254,3,medium,F,3,4404,0,0.182232938
8154,F,Ship,5,4,234,3,low,F,2,4269,0,0.725075895
8155,D,Ship,4,1,191,3,low,F,8,4021,1,0.610696784
8156,F,Ship,3,3,224,3,medium,F,5,4214,1,0.175806946
8157,A,Ship,3,1,250,2,low,F,5,,0,0.366525504
8158,B,Ship,4,5,101,6,medium,M,8,4146,0,0.86115165
8159,C,Ship,3,2,227,3,medium,M,6,5058,0,0.183084298
8160,F,Ship,3,1,173,2,medium,F,4,5521,0,0.313436344
8161,D,Ship,4,3,209,5,medium,M,6,4384,0,0.941297922
8162,F,Ship,3,5,241,3,low,F,4,4132,0,0.642987419
8163,A,Ship,5,5,257,3,medium,F,9,5972,0,0.625605016
8164,B,Ship,5,1,146,3,high,F,3,4345,1,0.882878201
8165,C,Ship,2,3,129,5,medium,M,3,5444,1,0.808474888
8166,F,Ship,3,4,285,3,low,M,9,,1,0.414642496
8167,D,Ship,3,1,133,3,low,F,5,5213,1,0.116874377
8168,F,Ship,4,2,185,3,low,M,1,4786,0,0.337719249
8169,A,Ship,5,5,193,4,medium,M,8,5714,0,0.695510568
8170,B,Ship,5,4,228,6,medium,M,5,4974,1,0.903730976
8171,C,Ship,3,3,179,2,low,M,5,,0,0.446700403
8172,F,Ship,4,2,224,3,low,F,9,4896,0,0.641519512
8173,D,Ship,3,2,279,6,medium,M,1,5855,0,0.309795406
8174,F,Ship,4,2,181,3,medium,M,4,5717,0,0.650149505
8175,A,Ship,5,5,198,2,medium,M,9,4526,0,0.83903069
8176,B,Ship,3,5,193,3,medium,F,4,5817,0,0.118165121
8177,C,Ship,5,4,184,3,low,F,1,4208,1,0.105711889
8178,F,Ship,5,2,139,3,low,M,9,5920,0,0.160580357
8179,D,Ship,5,3,210,3,low,M,5,,1,0.428454651
8180,F,Ship,4,3,225,2,low,M,2,,1,0.41996176
8181,A,Ship,3,1,189,2,low,F,5,4738,0,0.754117898
8182,B,Ship,4,5,164,4,low,F,4,5736,0,0.250201907
8183,C,Ship,3,5,196,3,low,M,1,5303,1,0.043964686
8184,F,Ship,5,3,246,2,medium,F,1,4533,0,0.107493
8185,D,Ship,4,4,188,4,low,F,10,4571,1,0.540879425
8186,F,Ship,3,3,250,2,medium,F,4,,0,0.39709052
8187,A,Ship,4,2,156,4,medium,F,2,5795,1,0.224766424
8188,B,Ship,3,1,218,4,low,M,6,5480,1,0.86400318
8189,C,Ship,5,5,172,2,low,M,5,5791,0,0.917786019
8190,F,Ship,3,1,259,2,low,F,3,4380,0,0.019093634
8191,D,Ship,3,3,231,3,medium,F,9,4623,1,0.315783113
8192,F,Ship,5,2,224,3,high,M,4,4271,0,0.575014121
8193,A,Ship,4,5,201,3,low,M,7,4048,0,0.858202695
8194,B,Road,4,2,189,2,medium,M,5,4374,0,0.957505887
8195,C,Road,5,4,265,3,medium,M,10,4565,0,0.486124664
8196,F,Road,3,5,147,3,medium,M,5,5357,1,0.756202412
8197,D,Road,4,4,195,3,low,F,6,5783,0,0.026198168
8198,F,Road,4,5,216,3,medium,F,7,5891,0,0.774451076
8199,A,Road,4,2,148,2,low,M,5,4031,0,0.873232475
8200,B,Road,5,4,180,4,medium,F,7,4200,1,0.689407332
8201,C,Road,3,3,169,3,low,F,7,5976,0,0.955004007
8202,F,Road,3,4,200,3,low,F,7,5400,0,0.640976838
8203,D,Road,3,3,255,2,low,F,10,5632,0,0.094737641
8204,F,Road,4,3,238,2,low,F,1,4051,0,0.658761969
8205,A,Road,3,4,163,3,medium,M,5,5088,1,0.493821296
8206,B,Road,4,5,177,3,medium,M,7,4031,1,0.802301356
8207,C,Road,4,5,206,3,medium,M,5,5785,1,0.794531009
8208,F,Road,3,4,175,3,low,F,2,5272,0,0.462976595
8209,D,Road,5,5,247,2,medium,M,5,4250,0,0.581870304
8210,F,Road,4,3,152,4,medium,F,4,5809,0,0.612665534
8211,A,Road,4,4,162,3,low,F,8,5394,0,0.776351787
8212,B,Road,3,4,206,3,medium,F,5,,0,0.415748605
8213,C,Road,3,4,186,4,low,F,6,5540,0,0.13804717
8214,F,Road,4,5,179,3,low,F,4,4487,0,0.897284903
8215,D,Road,3,5,172,3,medium,F,7,4929,0,0.54122359
8216,F,Flight,3,3,158,2,medium,M,7,4865,0,0.968970763
8217,A,Flight,6,5,143,5,high,M,9,4060,0,0.286680985
8218,B,Flight,5,3,171,3,medium,F,7,4994,0,0.071524433
8219,C,Flight,4,2,175,3,high,M,4,4426,0,0.452136188
8220,F,Flight,4,5,173,3,medium,F,8,,1,0.352587646
8221,D,Flight,4,4,268,3,medium,M,10,4531,0,0.163671129
8222,F,Flight,4,5,232,3,low,F,8,5923,0,0.13071759
8223,A,Flight,4,2,203,4,medium,F,9,4217,0,0.059582242
8224,B,Flight,3,4,140,3,low,M,3,5300,0,0.747861776
8225,C,Flight,3,4,138,3,medium,F,10,,1,0.411232626
8226,F,Flight,5,1,262,3,medium,M,9,5146,0,0.932902757
8227,D,Flight,4,1,245,3,low,F,9,4024,1,0.454290302
8228,F,Flight,3,4,224,3,low,F,10,4806,1,0.231560881
8229,A,Flight,3,4,186,2,low,F,4,4585,0,0.604633945
8230,B,Flight,4,2,282,4,medium,M,5,5422,1,0.222067784
8231,C,Flight,5,1,266,3,low,M,8,4786,1,0.639313119
8232,F,Flight,4,2,256,4,low,F,7,5571,0,0.782111202
8233,D,Flight,3,3,155,3,medium,F,7,5464,0,0.949316352
8234,F,Flight,2,4,142,3,high,M,2,5700,0,0.551823342
8235,A,Flight,6,3,229,8,medium,M,6,4600,0,0.754045864
8236,B,Flight,4,3,211,8,medium,F,6,5583,0,0.917938961
8237,C,Flight,5,1,264,6,high,F,4,5337,0,0.590901558
8238,F,Ship,6,1,217,4,medium,M,3,5571,0,0.130455443
8239,D,Ship,5,3,145,3,low,M,3,4077,1,0.482879502
8240,F,Ship,3,2,185,4,low,M,6,5854,0,0.752587962
8241,A,Ship,4,4,221,10,high,M,6,5582,1,0.995296721
8242,B,Ship,4,5,208,3,low,F,8,4632,0,0.762426508
8243,C,Ship,4,5,260,2,medium,M,2,5368,0,0.61430445
8244,F,Ship,4,4,177,7,low,F,3,5646,1,0.510049449
8245,D,Ship,4,1,144,4,low,F,10,4175,0,0.781597489
8246,F,Ship,3,5,174,2,low,F,4,5692,0,0.464042475
8247,A,Ship,3,2,215,4,high,M,1,4158,0,0.76584165
8248,B,Ship,4,5,270,10,medium,M,9,5085,1,0.334580744
8249,C,Ship,3,4,209,2,high,M,10,4540,0,0.320015455
8250,F,Ship,5,1,103,5,low,F,10,5413,1,0.979510839
8251,D,Ship,5,1,184,3,low,F,10,4674,1,0.225777225
8252,F,Ship,5,3,226,2,high,F,6,5033,0,0.611189983
8253,A,Ship,5,2,158,3,low,M,4,,0,0.380898322
8254,B,Ship,3,2,274,2,high,M,2,5029,0,0.610782381
8255,C,Ship,3,4,245,3,medium,F,7,5429,0,0.928034588
8256,F,Ship,5,3,254,6,low,M,8,1932,0,0.143650709
8257,D,Ship,5,3,252,5,low,M,2,,1,0.429408751
8258,F,Ship,6,4,254,4,low,M,2,1174,0,0.127662967
8259,A,Ship,4,3,263,5,low,F,10,1762,0,0.591698301
8260,B,Ship,5,1,256,5,low,F,5,1970,0,0.533652359
8261,C,Ship,6,5,264,4,medium,F,9,1922,1,0.603853111
8262,F,Ship,4,2,237,5,low,M,6,1734,1,0.697593377
8263,D,Ship,4,1,226,5,medium,F,2,1912,0,0.042709358
8264,F,Ship,7,1,289,4,low,F,4,1543,1,0.658623857
8265,A,Ship,7,1,281,4,low,F,9,1235,0,0.640697125
8266,B,Ship,5,5,258,5,low,M,6,1068,1,0.54550855
8267,C,Ship,6,4,263,4,low,M,3,1276,0,0.183955369
8268,F,Ship,5,3,245,5,low,F,1,,0,0.361522019
8269,D,Ship,7,3,296,4,medium,F,7,1427,0,0.208528522
8270,F,Ship,7,4,286,4,low,M,3,1262,1,0.839043825
8271,A,Ship,6,3,252,2,low,M,6,1470,1,0.076364034
8272,B,Ship,6,5,301,4,low,F,4,1707,1,0.686525286
8273,C,Ship,7,4,290,4,low,F,10,1886,1,0.243981257
8274,F,Ship,7,2,247,4,medium,F,9,1096,1,0.712689513
8275,D,Ship,3,1,138,3,medium,F,2,4766,1,0.994613498
8276,F,Ship,5,4,262,3,medium,F,6,4428,0,0.222944178
8277,A,Ship,4,2,245,3,low,F,5,,0,0.436563417
8278,B,Ship,3,1,224,3,low,F,1,4862,1,0.142775512
8279,C,Ship,3,1,186,2,low,F,1,5054,1,0.064453614
8280,F,Ship,4,1,282,4,medium,M,10,5065,0,0.930475992
8281,D,Ship,5,4,266,3,low,M,2,5260,1,0.208385426
8282,F,Ship,4,5,256,4,low,F,8,,1,0.365122943
8283,A,Ship,3,1,155,3,medium,F,7,5709,0,0.485274705
8284,B,Ship,2,5,142,3,high,M,10,,0,0.389949774
8285,C,Ship,6,5,229,8,medium,F,2,4271,1,0.582902266
8286,F,Ship,4,3,211,8,medium,F,3,4550,0,0.672092413
8287,D,Ship,5,5,264,6,high,M,8,4644,1,0.66449773
8288,F,Ship,6,4,217,4,medium,F,4,4247,1,0.690029835
8289,A,Ship,5,4,145,3,low,M,2,4492,1,0.491682148
8290,B,Ship,3,5,185,4,low,M,9,5704,0,0.087282739
8291,C,Ship,4,5,221,10,high,M,9,4646,0,0.171426664
8292,F,Ship,4,2,208,3,low,M,8,4342,0,0.833575015
8293,D,Ship,4,4,260,2,medium,M,6,4474,0,0.938117818
8294,F,Ship,4,5,177,7,low,F,2,4299,0,0.035576506
8295,A,Ship,4,1,144,4,low,M,8,4970,0,0.16027126
8296,B,Ship,3,3,174,2,low,F,1,5556,0,0.465030057
8297,C,Ship,3,2,215,4,high,M,2,4673,1,0.745902365
8298,F,Ship,4,1,270,10,medium,F,5,5494,1,0.109487757
8299,D,Ship,3,4,209,2,high,F,5,4363,0,0.557319653
8300,F,Ship,5,1,103,5,low,M,3,4966,0,0.453906664
8301,A,Ship,5,2,184,3,low,F,4,4552,0,0.03845076
8302,B,Ship,5,3,226,2,high,F,2,4219,0,0.828007567
8303,C,Ship,5,4,158,3,low,F,10,4670,1,0.775286662
8304,F,Ship,3,1,274,2,high,M,2,4352,0,0.595973354
8305,D,Ship,3,2,245,3,medium,F,7,4121,0,0.564334877
8306,F,Ship,5,4,254,6,low,M,4,1850,1,0.823375004
8307,A,Ship,5,4,252,5,low,M,9,1133,1,0.786719609
8308,B,Ship,6,2,254,4,low,F,9,1626,0,0.551435805
8309,C,Ship,4,1,263,5,low,M,3,,0,0.378179316
8310,F,Ship,5,5,256,5,low,F,10,1333,1,0.468792154
8311,D,Ship,6,3,264,4,medium,M,5,1397,0,0.846105122
8312,F,Ship,4,1,237,5,low,F,5,,0,0.368335597
8313,A,Ship,4,1,226,5,medium,M,6,1723,0,0.209262105
8314,B,Ship,7,4,289,4,low,M,1,1657,0,0.864431282
8315,C,Ship,7,2,281,4,low,F,6,1118,1,0.025866871
8316,F,Ship,5,5,258,5,low,F,10,1719,1,0.005714124
8317,D,Ship,6,5,263,4,low,M,10,1669,0,0.898097684
8318,F,Ship,5,3,245,5,low,F,10,1112,0,0.141493696
8319,A,Ship,7,3,296,4,medium,F,2,,1,0.396542829
8320,B,Ship,7,3,286,4,low,M,2,1712,1,0.802959794
8321,C,Ship,6,5,299,4,low,F,1,1629,1,0.147703645
8322,F,Ship,6,4,253,4,medium,M,10,1248,0,0.908941226
8323,D,Ship,7,5,269,4,medium,F,9,1835,0,0.135137729
8324,F,Ship,5,1,267,5,medium,F,3,1194,1,0.977167422
8325,A,Ship,5,4,226,5,medium,F,4,1518,0,0.229045205
8326,B,Ship,6,4,278,4,low,M,3,,1,0.365449308
8327,C,Ship,4,4,232,5,medium,M,2,1386,0,0.496420825
8328,F,Ship,6,4,287,4,low,F,5,1972,1,0.556729115
8329,D,Ship,4,2,228,5,low,M,6,1718,0,0.316541881
8330,F,Ship,5,1,232,5,low,M,4,1776,0,0.894730944
8331,A,Road,6,5,308,4,low,M,8,1569,1,0.092519183
8332,B,Road,7,5,287,4,low,F,8,1748,0,0.074446709
8333,C,Road,6,3,246,4,medium,F,8,1741,0,0.508737871
8334,F,Road,4,1,262,6,low,M,1,1627,1,0.611325147
8335,D,Road,6,4,275,4,low,M,10,1005,0,0.708510862
8336,F,Road,5,4,236,5,medium,F,2,,1,0.37787059
8337,A,Road,5,2,221,6,medium,M,2,1781,1,0.11305612
8338,B,Road,5,4,271,5,low,M,4,,0,0.414033196
8339,C,Road,4,4,229,5,low,M,9,1361,0,0.209156164
8340,F,Road,5,1,291,4,low,F,3,1663,1,0.060471492
8341,D,Road,5,5,261,6,medium,F,1,1082,0,0.232270758
8342,F,Road,6,4,285,4,medium,F,10,1422,0,0.572792875
8343,A,Road,6,4,262,5,low,M,9,1369,0,0.965124805
8344,B,Road,4,5,219,5,low,M,2,1260,0,0.991676377
8345,C,Road,6,1,302,4,low,F,1,1622,1,0.921761408
8346,F,Road,4,4,269,5,medium,F,2,1473,0,0.163988462
8347,D,Road,5,4,260,5,low,M,10,1708,1,0.943226645
8348,F,Road,7,2,297,4,low,F,7,1383,1,0.28909667
8349,A,Road,6,1,278,4,medium,M,6,1576,0,0.978724184
8350,B,Road,5,3,265,5,low,F,3,1005,1,0.786440577
8351,C,Road,6,2,286,4,low,F,5,1248,1,0.25408191
8352,F,Road,6,2,248,4,low,F,10,1563,1,0.874911926
8353,D,Flight,6,5,302,4,low,F,7,1592,0,0.055905544
8354,F,Flight,6,1,272,4,low,F,2,,0,0.44923033
8355,A,Flight,6,4,279,4,low,F,10,1462,1,0.896670467
8356,B,Flight,4,2,255,5,medium,M,2,1255,0,0.822853545
8357,C,Flight,5,4,245,5,medium,F,4,1771,1,0.751293575
8358,F,Flight,4,5,247,5,medium,M,6,1737,0,0.943969461
8359,D,Flight,6,4,275,4,medium,F,5,1989,0,0.016323572
8360,F,Flight,6,3,255,4,medium,F,8,1805,0,0.548541942
8361,A,Flight,6,2,243,4,high,M,2,1665,1,0.035116925
8362,B,Flight,4,1,234,6,low,M,7,1711,0,0.878306448
8363,C,Flight,5,2,276,6,medium,F,6,1043,0,0.689520922
8364,F,Flight,5,1,228,5,low,F,7,1818,0,0.837012459
8365,D,Flight,5,5,232,6,low,M,2,1550,1,0.260161107
8366,F,Flight,5,1,248,4,low,F,6,1944,1,0.922883822
8367,A,Flight,5,4,136,4,low,M,9,,0,0.386648998
8368,B,Flight,4,3,240,3,low,F,8,4423,0,0.178349739
8369,C,Flight,4,4,147,3,medium,M,9,4534,1,0.203447737
8370,F,Flight,4,1,222,2,low,F,10,,1,0.376819001
8371,D,Flight,3,3,163,3,medium,M,5,5362,0,0.317560921
8372,F,Flight,5,4,254,3,low,F,4,5611,1,0.887785735
8373,A,Flight,4,2,246,3,medium,M,1,5113,0,0.11245144
8374,B,Flight,2,1,168,4,low,M,6,4800,0,0.24313988
8375,C,Ship,4,1,145,3,medium,M,8,4915,0,0.983661718
8376,F,Ship,5,2,224,2,medium,M,8,4047,1,0.551094956
8377,D,Ship,4,5,248,4,low,F,2,4427,0,0.042418812
8378,F,Ship,3,3,212,2,low,M,2,5125,0,0.694541249
8379,A,Ship,5,5,268,3,low,F,8,,0,0.435760547
8380,B,Ship,4,1,200,3,medium,F,5,4120,1,0.946373414
8381,C,Ship,5,2,246,3,low,F,9,5795,0,0.03679305
8382,F,Ship,4,3,142,3,medium,M,1,4900,0,0.679605983
8383,D,Ship,4,3,173,4,low,M,9,5672,0,0.982604093
8384,F,Ship,5,3,156,4,medium,F,8,,0,0.409562169
8385,A,Ship,3,1,223,2,low,M,8,5719,1,0.839729512
8386,B,Ship,4,5,231,3,low,F,4,5174,1,0.151016147
8387,C,Ship,2,4,264,3,low,F,1,5437,1,0.626825952
8388,F,Ship,4,4,175,5,low,M,10,4498,1,0.088588482
8389,D,Ship,2,4,149,5,medium,F,7,5541,0,0.003831527
8390,F,Ship,3,1,226,2,low,M,7,4703,0,0.909450764
8391,A,Ship,3,1,133,3,medium,F,5,4538,0,0.041255929
8392,B,Ship,5,2,190,2,low,M,1,5005,0,0.086568018
8393,C,Ship,3,5,238,2,high,M,5,4052,0,0.8125406
8394,F,Ship,6,4,152,3,low,M,10,4376,1,0.195026625
8395,D,Ship,3,4,249,3,high,F,10,5629,1,0.173927259
8396,F,Ship,4,3,181,2,low,F,4,5622,1,0.300404277
8397,A,Ship,3,3,239,2,medium,F,2,5625,0,0.616641351
8398,B,Ship,3,1,167,3,medium,M,10,4341,1,0.217241539
8399,C,Ship,3,5,246,3,medium,M,1,5650,1,0.71051318
8400,F,Ship,5,1,139,3,medium,F,1,5953,1,0.714587644
8401,D,Ship,5,1,150,4,low,F,1,5098,0,0.159373989
8402,F,Ship,3,3,151,3,medium,F,1,5297,0,0.265559003
8403,A,Ship,4,1,186,3,low,F,6,4758,0,0.491114665
8404,B,Ship,3,4,250,3,low,M,6,5565,0,0.592712575
8405,C,Ship,4,1,162,3,medium,M,6,4343,1,0.734761452
8406,F,Ship,5,3,135,3,medium,F,5,4484,0,0.713347313
8407,D,Ship,3,1,238,2,medium,M,5,4355,1,0.298303991
8408,F,Ship,6,5,167,2,low,M,10,4013,1,0.992616393
8409,A,Ship,4,1,269,5,medium,M,3,4534,1,0.830228828
8410,B,Ship,4,2,187,2,medium,M,7,4470,1,0.555415166
8411,C,Ship,3,3,241,2,high,M,2,4836,1,0.680435224
8412,F,Ship,3,2,168,3,medium,M,10,4979,1,0.835978646
8413,D,Ship,4,4,273,2,low,M,1,5759,1,0.846831486
8414,F,Ship,4,3,257,3,low,M,8,4447,1,0.154580379
8415,A,Ship,5,1,205,2,low,F,3,5682,1,0.047135278
8416,B,Ship,4,1,260,5,low,M,1,,1,0.365885364
8417,C,Ship,2,1,207,3,medium,F,10,5394,0,0.610589009
8418,F,Ship,3,1,202,2,medium,M,7,4598,0,0.004090622
8419,D,Ship,5,1,224,3,low,M,7,,1,0.392368381
8420,F,Ship,5,1,193,2,low,M,8,5184,0,0.603651225
8421,A,Ship,5,3,199,3,low,F,3,,1,0.431385967
8422,B,Ship,4,3,187,4,low,M,9,5699,1,0.042210825
8423,C,Ship,5,2,208,3,low,M,6,4744,1,0.159903228
8424,F,Ship,3,5,228,2,medium,F,3,5208,0,0.265843124
8425,D,Ship,3,3,160,4,medium,F,7,5147,0,0.942746765
8426,F,Ship,3,1,195,3,medium,F,3,5961,0,0.680862262
8427,A,Ship,3,4,240,2,medium,F,2,5661,0,0.100544436
8428,B,Ship,2,2,271,4,medium,M,9,,0,0.358380544
8429,C,Ship,4,1,236,3,low,F,8,4114,0,0.553867876
8430,F,Ship,3,2,199,4,medium,F,1,5660,0,0.677358679
8431,D,Ship,3,1,246,2,low,F,9,4947,0,0.505014562
8432,F,Ship,3,1,250,4,low,F,8,4028,1,0.641328845
8433,A,Ship,4,1,188,2,low,M,10,5085,1,0.291035494
8434,B,Ship,3,2,256,3,low,M,1,4932,0,0.474040357
8435,C,Ship,3,5,147,3,medium,M,8,5272,1,0.788564842
8436,F,Ship,3,3,234,3,low,F,6,5652,0,0.589524865
8437,D,Ship,3,1,247,4,low,F,8,,1,0.361992514
8438,F,Ship,5,1,267,4,low,M,5,5792,0,0.867906211
8439,A,Ship,6,5,246,5,high,F,3,4660,1,0.540112046
8440,B,Ship,4,1,284,4,low,F,4,4795,1,0.734112536
8441,C,Ship,3,3,142,6,medium,F,2,5748,1,0.787738793
8442,F,Ship,3,1,132,2,medium,M,2,4129,0,0.531491938
8443,D,Ship,3,5,252,2,high,M,4,4098,1,0.139533104
8444,F,Ship,4,1,243,3,high,F,5,5989,0,0.065839456
8445,A,Ship,6,4,281,3,low,F,7,5180,0,0.152732523
8446,B,Ship,3,5,142,2,low,M,6,5974,1,0.950230168
8447,C,Ship,3,1,209,2,low,F,2,4855,0,0.658343855
8448,F,Ship,3,3,157,4,medium,F,7,4487,1,0.240910539
8449,D,Ship,5,1,267,3,low,M,7,5789,1,0.224086952
8450,F,Ship,5,5,177,5,low,F,1,4379,1,0.92163538
8451,A,Ship,4,3,214,2,medium,F,6,4345,0,0.463025573
8452,B,Ship,4,3,247,3,low,F,4,4962,1,0.571418061
8453,C,Ship,3,1,268,4,low,M,10,,1,0.447160211
8454,F,Ship,5,3,242,3,medium,F,6,5013,1,0.187207386
8455,D,Ship,2,4,176,3,low,M,1,4509,0,0.945927117
8456,F,Ship,5,5,231,3,medium,F,10,,0,0.444624644
8457,A,Ship,3,5,124,2,medium,M,1,5709,1,0.221465218
8458,B,Ship,3,2,179,3,low,M,4,4102,1,0.55506878
8459,C,Ship,4,3,207,3,low,F,7,4220,1,0.660545728
8460,F,Ship,4,2,128,3,medium,M,7,5675,1,0.257621928
8461,D,Ship,3,5,167,2,medium,F,8,5083,0,0.455794601
8462,F,Ship,3,2,243,4,medium,M,5,4670,1,0.26172741
8463,A,Ship,4,5,252,4,low,F,6,,0,0.367009929
8464,B,Ship,4,1,202,2,medium,M,10,5428,1,0.730732002
8465,C,Ship,4,3,241,2,medium,M,3,4636,1,0.243710024
8466,F,Ship,4,5,182,2,medium,F,10,5098,1,0.126161015
8467,D,Ship,2,2,156,3,low,F,5,5628,1,0.596860364
8468,F,Road,4,4,266,3,low,F,6,5758,1,0.017160081
8469,A,Road,4,1,228,3,low,F,9,4678,0,0.207868435
8470,B,Road,4,5,210,4,low,M,3,5432,1,0.033416356
8471,C,Road,3,5,135,2,medium,M,7,,0,0.426663916
8472,F,Road,4,5,248,2,medium,M,4,4789,1,0.088891115
8473,D,Road,3,3,227,3,medium,M,3,5644,0,0.071425721
8474,F,Road,3,2,257,3,medium,M,2,5486,1,0.033311477
8475,A,Road,4,5,199,3,low,M,2,4462,0,0.476511569
8476,B,Road,4,3,232,2,low,M,1,5398,0,0.127759108
8477,C,Road,5,1,258,6,low,F,7,,0,0.400332848
8478,F,Road,5,1,268,3,medium,F,5,5663,0,0.967618439
8479,D,Road,3,4,260,5,low,M,2,,0,0.368238516
8480,F,Road,4,2,190,2,medium,F,1,4020,1,0.516570973
8481,A,Road,5,5,176,3,medium,F,8,5335,1,0.622218027
8482,B,Road,3,2,227,2,low,M,10,,0,0.365231775
8483,C,Road,6,4,150,5,medium,F,8,4709,0,0.204013509
8484,F,Road,3,2,160,2,high,M,4,4376,0,0.033608761
8485,D,Road,6,3,113,2,medium,F,4,5130,1,0.338073503
8486,F,Road,5,1,145,3,low,F,5,5019,0,0.687701899
8487,A,Road,4,4,206,3,low,M,2,5572,1,0.537468138
8488,B,Road,3,1,207,3,low,F,5,4643,1,0.000353717
8489,C,Road,3,3,133,2,medium,M,8,4241,0,0.606711162
8490,F,Flight,3,5,261,3,low,F,10,4224,1,0.686973166
8491,D,Flight,4,1,194,2,medium,F,1,4198,0,0.726223091
8492,F,Flight,3,1,244,3,medium,M,6,4062,1,0.572477752
8493,A,Flight,4,5,150,3,low,M,5,4512,0,0.089263667
8494,B,Flight,3,1,267,2,low,M,7,4486,1,0.592499814
8495,C,Flight,3,2,251,2,medium,F,4,4074,0,0.939956428
8496,F,Flight,4,2,185,3,low,M,8,4322,1,0.221531828
8497,D,Flight,2,1,112,5,low,F,1,4543,0,0.848814008
8498,F,Flight,3,2,264,4,medium,M,1,4877,0,0.562056908
8499,A,Flight,5,4,274,3,low,M,1,5017,1,0.594084661
8500,B,Flight,4,5,234,3,medium,F,10,4204,1,0.634342892
8501,C,Flight,3,1,157,2,medium,M,7,5560,0,0.843783557
8502,F,Flight,6,1,247,6,medium,F,6,4691,0,0.148251776
8503,D,Flight,5,1,179,2,high,M,8,5301,1,0.041458927
8504,F,Flight,3,1,202,2,medium,F,10,4412,1,0.855676941
8505,A,Flight,4,2,148,2,medium,M,3,4651,0,0.634693528
8506,B,Flight,5,1,183,6,medium,F,2,5082,0,0.628334868
8507,C,Flight,3,2,229,3,medium,M,9,4491,1,0.621928792
8508,F,Flight,3,4,196,4,low,M,5,4749,1,0.655771633
8509,D,Flight,3,3,264,3,low,F,6,,1,0.435831294
8510,F,Flight,3,2,233,4,medium,M,1,5886,0,0.134022497
8511,A,Flight,3,1,166,2,low,F,7,4375,0,0.509129032
8512,B,Ship,5,3,185,2,low,M,2,5420,0,0.018834096
8513,C,Ship,3,5,184,3,low,F,2,,1,0.419177591
8514,F,Ship,6,3,98,6,low,M,9,4787,1,0.632232718
8515,D,Ship,3,2,177,2,high,F,7,4764,1,0.884525691
8516,F,Ship,3,5,193,2,low,F,10,5776,0,0.058489694
8517,A,Ship,3,3,165,2,medium,M,1,,0,0.355728468
8518,B,Ship,4,4,183,4,low,F,6,4562,1,0.822208767
8519,C,Ship,4,4,161,3,low,M,2,5257,0,0.029031468
8520,F,Ship,2,1,238,2,low,F,4,4992,0,0.344164917
8521,D,Ship,3,5,191,4,low,M,4,,1,0.399282015
8522,F,Ship,3,2,165,3,low,M,6,5642,0,0.089074207
8523,A,Ship,3,5,233,2,medium,M,1,4913,0,0.61734251
8524,B,Ship,4,1,234,2,medium,M,4,5066,1,0.275671242
8525,C,Ship,4,1,252,3,medium,M,4,5540,0,0.193233008
8526,F,Ship,3,1,155,3,low,F,9,5539,0,0.895797935
8527,D,Ship,3,5,269,8,medium,M,8,4462,0,0.669788267
8528,F,Ship,4,5,224,2,low,M,8,5871,0,0.940720459
8529,A,Ship,5,3,230,3,medium,F,7,,0,0.400056565
8530,B,Ship,4,5,253,3,low,F,9,4205,0,0.01176873
8531,C,Ship,5,2,181,3,low,M,4,4323,0,0.88590181
8532,F,Ship,4,2,233,4,high,F,1,4316,0,0.85918755
8533,D,Ship,4,1,243,5,medium,F,1,4624,1,0.034446343
8534,F,Ship,5,4,271,2,medium,F,6,,1,0.415245014
8535,A,Ship,4,3,134,4,low,F,5,4507,1,0.113986087
8536,B,Ship,3,5,154,10,high,F,10,5282,1,0.835120909
8537,C,Ship,6,1,222,8,low,M,2,4914,0,0.48009883
8538,F,Ship,3,4,251,10,medium,F,2,4336,1,0.02032073
8539,D,Ship,4,3,239,3,low,M,10,4020,0,0.004938834
8540,F,Ship,5,4,211,3,low,M,9,4908,0,0.507009273
8541,A,Ship,3,4,195,10,low,M,5,5950,1,0.335680808
8542,B,Ship,4,4,224,10,medium,F,9,4149,0,0.586242818
8543,C,Ship,4,5,144,8,medium,F,2,4956,1,0.156082185
8544,F,Ship,4,2,167,4,high,M,5,5250,0,0.25172403
8545,D,Ship,3,1,188,4,medium,F,8,5884,1,0.198402183
8546,F,Ship,2,4,245,2,medium,F,3,5850,1,0.694906312
8547,A,Ship,2,5,212,2,high,F,3,4389,0,0.959176761
8548,B,Ship,3,3,240,3,low,F,5,4888,1,0.968760187
8549,C,Ship,5,2,226,5,medium,M,5,1323,0,0.185421264
8550,F,Ship,6,5,278,4,low,M,2,1167,1,0.205614666
8551,D,Ship,4,2,232,5,medium,F,4,1783,0,0.169831853
8552,F,Ship,6,3,287,4,low,M,3,1824,0,0.332562047
8553,A,Ship,4,4,228,5,low,F,1,1788,1,0.641475738
